kol_name,ticker,sector,sentiment,confidence,prediction_time,video_id,title,company,sentiment_score
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-02-06 21:46:01+00:00,hNIlS7190DU,How Much Money To Retire Option Trading,Nvidia,0.8
Invest with Henry,GS,Financials,negative,1.0,2024-02-06 21:46:01+00:00,hNIlS7190DU,How Much Money To Retire Option Trading,Goldman Sachs,-0.3
Invest with Henry,GS,Financials,negative,0.9,2024-02-05 20:26:35+00:00,QxpREr2-FUs,I Quit Goldman Sachs Job,Goldman Sachs,-0.4
Invest with Henry,AMZN,Consumer Discretionary,positive,0.95,2024-02-04 23:00:10+00:00,LLJYuq78Gmg,How to BUY Call Options on Robinhood For Beginners,Amazon,0.7
Invest with Henry,GS,Financials,negative,1.0,2024-01-30 19:39:02+00:00,BXN05v6rWAE,I Quit Goldman Sachs And Made It Trading Options,Goldman Sachs,0.0
Invest with Henry,IBM,Information Technology,negative,1.0,2024-01-30 19:39:02+00:00,BXN05v6rWAE,I Quit Goldman Sachs And Made It Trading Options,IBM,0.0
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-01-29 20:58:58+00:00,o1gEPMq6o64,"These Secrets Scaled me to $1,000,000+",Amazon,0.7
Invest with Henry,GS,Financials,positive,1.0,2024-01-29 20:58:58+00:00,o1gEPMq6o64,"These Secrets Scaled me to $1,000,000+",Goldman Sachs,0.6
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-01-29 20:58:58+00:00,o1gEPMq6o64,"These Secrets Scaled me to $1,000,000+",Microsoft,0.7
Invest with Henry,NVDA,Information Technology,negative,1.0,2024-01-29 20:58:58+00:00,o1gEPMq6o64,"These Secrets Scaled me to $1,000,000+",Nvidia,-0.5
Invest with Henry,NVDA,Information Technology,negative,0.95,2024-01-26 16:30:05+00:00,XoEgsztTKmg,I TRIED BUYING OPTIONS,Nvidia,-0.7
Invest with Henry,NFLX,Communication Services,negative,0.9,2024-01-26 16:30:05+00:00,XoEgsztTKmg,I TRIED BUYING OPTIONS,Netflix,-0.3
Invest with Henry,SBUX,Consumer Discretionary,positive,0.95,2024-01-26 16:30:05+00:00,XoEgsztTKmg,I TRIED BUYING OPTIONS,Starbucks,0.9
Invest with Henry,WMT,Consumer Staples,positive,0.95,2024-01-26 16:30:05+00:00,XoEgsztTKmg,I TRIED BUYING OPTIONS,Walmart,0.95
Invest with Henry,UBER,Industrials,negative,1.0,2024-01-24 16:00:39+00:00,nzebzJWna7Q,Revealing Personal... (Invest with Henry Trading and Life Advice),Uber,0.0
Invest with Henry,ABNB,Consumer Discretionary,negative,1.0,2024-01-24 16:00:39+00:00,nzebzJWna7Q,Revealing Personal... (Invest with Henry Trading and Life Advice),Airbnb,-0.5
Invest with Henry,NVDA,Information Technology,negative,1.0,2024-01-22 20:11:45+00:00,9zgdgqbMLUg,Urgent: BEARISH Poor Man's Put,Nvidia,-1.0
Invest with Henry,SBUX,Consumer Discretionary,positive,1.0,2024-01-22 20:11:45+00:00,9zgdgqbMLUg,Urgent: BEARISH Poor Man's Put,Starbucks,0.8
Invest with Henry,PLTR,Information Technology,negative,1.0,2024-01-19 19:30:02+00:00,r4gibOYRFvU,50X to 100X Your Money WIth These Small Account Option Startegies,Palantir Technologies,-0.4
Invest with Henry,AMZN,Consumer Discretionary,positive,0.9,2024-01-19 10:02:17+00:00,c6q2fHXFDGs,Placing Option Trade,Amazon,0.3
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-01-18 19:43:41+00:00,3jxZiSp8cPE,NEW strategy for PLTR - Wheel Strategy + Selling Puts | Option Trading Guide,Amazon,0.7
Invest with Henry,MSFT,Information Technology,positive,1.0,2024-01-18 19:43:41+00:00,3jxZiSp8cPE,NEW strategy for PLTR - Wheel Strategy + Selling Puts | Option Trading Guide,Microsoft,0.7
Invest with Henry,NVDA,Information Technology,negative,1.0,2024-01-18 19:43:41+00:00,3jxZiSp8cPE,NEW strategy for PLTR - Wheel Strategy + Selling Puts | Option Trading Guide,Nvidia,-0.8
Invest with Henry,WMT,Consumer Staples,positive,1.0,2024-01-18 19:43:41+00:00,3jxZiSp8cPE,NEW strategy for PLTR - Wheel Strategy + Selling Puts | Option Trading Guide,Walmart,0.7
Invest with Henry,GS,Financials,negative,1.0,2024-01-15 15:00:11+00:00,DLxpgd-9uaE,Call Debit Spread | BEAR Call Spread Option Trading,Goldman Sachs,0.0
Invest with Henry,NVDA,Information Technology,negative,1.0,2024-01-15 15:00:11+00:00,DLxpgd-9uaE,Call Debit Spread | BEAR Call Spread Option Trading,Nvidia,-0.8
Invest with Henry,AMZN,Consumer Discretionary,positive,1.0,2024-01-15 15:00:11+00:00,DLxpgd-9uaE,Call Debit Spread | BEAR Call Spread Option Trading,Amazon,0.9
Invest with Henry,GS,Financials,negative,1.0,2024-01-10 16:51:12+00:00,BFM5couZWoE,17X Your Money Fast Option Trading CHEAP Strategy (Just $50),Goldman Sachs,0.0
Invest with Henry,BRK.B,Financials,negative,1.0,2024-01-07 20:24:01+00:00,s0uPBdLP7KU,How Charlie Munger Actually Made Money with Options,Berkshire Hathaway,0.0
Invest with Henry,NVDA,Information Technology,positive,1.0,2024-01-05 17:02:22+00:00,MlYwvexD8Fc,"Here’s a $12,000 Options Trading Coaching Session for FREE",Nvidia,0.8
Invest with Henry,NFLX,Communication Services,positive,1.0,2024-01-05 17:02:22+00:00,MlYwvexD8Fc,"Here’s a $12,000 Options Trading Coaching Session for FREE",Netflix,0.8
Invest with Henry,GS,Financials,negative,1.0,2024-01-03 16:00:05+00:00,4u1n3pT7l1Y,Robinhood Trading Account | Retiring With Option Trading For Income,Goldman Sachs,0.0
